web-scraper-order,web-scraper-start-url,answers,pagination,pagination-href,clues
"1616688017-173992","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173859","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","On a magnet they're called poles : ENDS"
"1616688008-173883","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","6"
"1616688008-173727","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TED","","",""
"1616688008-173866","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","66"
"1616688017-174077","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173984","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173819","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","One of Jacob's 12 sons : LEVI"
"1616688008-173942","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Title girl with a gun in an Aerosmith hit : JANIE"
"1616688017-174032","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ATF","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173975","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ROBE","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174232","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Bit of ink : TAT"
"1616688008-173923","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","40"
"1616688008-173812","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","14"
"1616688008-173783","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173772","https://www.xwordinfo.com/Crossword?date=03/24/2021",": LEIS","","",""
"1616688017-174152","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","52"
"1616688017-174069","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173956","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174101","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Area named for gynecologist Ernst Gräfenberg : GSPOT"
"1616688017-174076","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TATAMI","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173971","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ARYAN","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173804","https://www.xwordinfo.com/Crossword?date=03/24/2021",": HRS","","",""
"1616688017-173960","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174127","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Opposite of [circled letters] : FEASTING"
"1616688017-173982","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173789","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174131","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Like many Bigfoot photos : GRAINY"
"1616688008-173848","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","48"
"1616688017-174052","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ARF","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174196","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Ooze away : SEEPOUT"
"1616688008-173684","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174181","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","8"
"1616688008-173926","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Semihard Dutch cheese : EDAM"
"1616688008-173751","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-173974","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173672","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174206","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Most charitable : KINDEST"
"1616688008-173901","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","23"
"1616688017-174231","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","49"
"1616688017-174226","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Flowers that ""in the dooryard bloom'd,"" in a Whitman poem : LILACS"
"1616688008-173905","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","26"
"1616688017-173953","https://www.xwordinfo.com/Crossword?date=03/24/2021",": YALU","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174159","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","""Quick, get that dog some ___"" (old ad slogan) : ALPO"
"1616688017-173990","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173769","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173743","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173861","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","*Inspector Gadget or McGruff the Crime Dog? : TRENCHCOAT"
"1616688017-174009","https://www.xwordinfo.com/Crossword?date=03/24/2021",": COURTEOUS","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173967","https://www.xwordinfo.com/Crossword?date=03/24/2021",": DCON","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174233","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","51"
"1616688017-174090","https://www.xwordinfo.com/Crossword?date=03/24/2021",": OLE","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174044","https://www.xwordinfo.com/Crossword?date=03/24/2021",": OCTAVE","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174197","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","23"
"1616688017-174043","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174218","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Word before food or theory : PET"
"1616688017-174195","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","22"
"1616688008-173714","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174134","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","38"
"1616688008-173732","https://www.xwordinfo.com/Crossword?date=03/24/2021",": BLINDSPOT","","",""
"1616688017-174045","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173957","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ACAI","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173995","https://www.xwordinfo.com/Crossword?date=03/24/2021",": DEFEAT","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173856","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","57"
"1616688017-174166","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","63"
"1616688017-174162","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","61"
"1616688008-173836","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","34"
"1616688008-173929","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","47"
"1616688017-174182","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Raise : UPLIFT"
"1616688008-173887","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","8"
"1616688008-173818","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","19"
"1616688017-173989","https://www.xwordinfo.com/Crossword?date=03/24/2021",": RED","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173733","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173674","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-173972","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-173952","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173754","https://www.xwordinfo.com/Crossword?date=03/24/2021",": LEES","","",""
"1616688017-173963","https://www.xwordinfo.com/Crossword?date=03/24/2021",": WONDERFUL","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174156","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","58"
"1616688017-174224","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Shortly : INABIT"
"1616688008-173742","https://www.xwordinfo.com/Crossword?date=03/24/2021",": SEI","","",""
"1616688017-174178","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Division of the Justice Dept. : ATF"
"1616688008-173755","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173825","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Ready to roll : INGEAR"
"1616688017-174055","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174225","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","43"
"1616688017-174157","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Prefix with aggression : MICRO"
"1616688008-173756","https://www.xwordinfo.com/Crossword?date=03/24/2021",": NRA","","",""
"1616688017-174024","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ECO","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174171","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","3"
"1616688008-173893","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","11"
"1616688017-174119","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Opposite of [circled letters] : EFFECTIVE"
"1616688017-174223","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","42"
"1616688017-174112","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","20"
"1616688008-173681","https://www.xwordinfo.com/Crossword?date=03/24/2021",": DENIMOVERALLS","","",""
"1616688017-173980","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173864","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","65"
"1616688017-173958","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173744","https://www.xwordinfo.com/Crossword?date=03/24/2021",": GALGADOT","","",""
"1616688017-174148","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","50"
"1616688008-173910","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Tennis great posthumously awarded the Presidential Medal of Freedom : ASHE"
"1616688008-173667","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AISLES","","",""
"1616688008-173858","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","60"
"1616688017-174118","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","25"
"1616688008-173692","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173915","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","35"
"1616688017-174081","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174013","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ALPO","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174176","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Knitter's need : YARN"
"1616688017-174109","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Opposite of [circled letters] : WONDERFUL"
"1616688017-174049","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174165","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Just in case : LEST"
"1616688017-174184","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Escalate to the extreme : GONUCLEAR"
"1616688008-173712","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173807","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Onetime Volvo competitors : SAABS"
"1616688017-174180","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Jazz's Mary ___ Williams : LOU"
"1616688008-173736","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AIRLINER","","",""
"1616688017-174190","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Distance between ""some"" and ""where"" in ""Somewhere over the rainbow"" : OCTAVE"
"1616688008-173710","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174198","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Intruder warning, maybe : ARF"
"1616688008-173922","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Body of water in northern Russia : WHITESEA"
"1616688008-173701","https://www.xwordinfo.com/Crossword?date=03/24/2021",": IFSO","","",""
"1616688008-173763","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173824","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","22"
"1616688017-174070","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ENID","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174002","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174220","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Five-point rugby play : TRY"
"1616688017-173968","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173703","https://www.xwordinfo.com/Crossword?date=03/24/2021",": LAMESA","","",""
"1616688008-173826","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","24"
"1616688017-174062","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TIEDONEON","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174147","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Sycophant : TOADY"
"1616688008-173785","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-173964","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173687","https://www.xwordinfo.com/Crossword?date=03/24/2021",": ASP","","",""
"1616688017-174122","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","28"
"1616688017-174039","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173768","https://www.xwordinfo.com/Crossword?date=03/24/2021",": RIO","","",""
"1616688017-174099","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","China/North Korea border river : YALU"
"1616688008-173791","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173832","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","30"
"1616688008-173937","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","52"
"1616688017-174048","https://www.xwordinfo.com/Crossword?date=03/24/2021",": EON","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174150","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","51"
"1616688008-173882","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Runway model? : AIRLINER"
"1616688017-174008","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174239","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","56"
"1616688017-174050","https://www.xwordinfo.com/Crossword?date=03/24/2021",": SEEPOUT","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173715","https://www.xwordinfo.com/Crossword?date=03/24/2021",": TRENCHCOAT","","",""
"1616688017-174030","https://www.xwordinfo.com/Crossword?date=03/24/2021",": YARN","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174133","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Like horsehair : COARSE"
"1616688008-173761","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173933","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","50"
"1616688008-173890","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Wonder-ful actress? : GALGADOT"
"1616688017-174230","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Union Station-Dupont Circle connector, in D.C. : METRO"
"1616688017-173986","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174163","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Cry made while removing a jacket : ITSON"
"1616688008-173788","https://www.xwordinfo.com/Crossword?date=03/24/2021",": FIELD","","",""
"1616688017-174000","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173716","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173876","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","___ Kim, 7-year-old star of the Golden Globe-winning ""Minari"" : ALAN"
"1616688008-173668","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173766","https://www.xwordinfo.com/Crossword?date=03/24/2021",": AESOP","","",""
"1616688008-173872","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","69"
"1616688017-174130","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","34"
"1616688008-173911","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","32"
"1616688008-173708","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173834","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","31"
"1616688008-173827","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","*Minions or Mario? : DENIMOVERALLS"
"1616688008-173894","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Compete with : RIVAL"
"1616688008-173801","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688008-173717","https://www.xwordinfo.com/Crossword?date=03/24/2021",": LIVE","","",""
"1616688017-174012","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173843","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","""Boo-hoo"" : SOSAD"
"1616688008-173844","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","44"
"1616688008-173698","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-174132","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","35"
"1616688017-174235","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","54"
"1616688008-173889","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","9"
"1616688017-174228","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","___ conservative : FISCAL"
"1616688017-174023","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688017-174201","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","25"
"1616688017-174116","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","23"
"1616688017-174170","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Prefix with conscious : ECO"
"1616688008-173924","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Like tightrope walkers and household budgets, ideally : BALANCED"
"1616688008-173934","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Sphere : FIELD"
"1616688017-174192","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Swarmed : TEEMED"
"1616688008-173800","https://www.xwordinfo.com/Crossword?date=03/24/2021",": PTSD","","",""
"1616688008-173938","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","Available for home viewing, in a way : ONDVD"
"1616688017-174222","https://www.xwordinfo.com/Crossword?date=03/24/2021","","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021","Mat used for judo : TATAMI"
"1616688008-173899","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","18"
"1616688008-173700","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","","",""
"1616688017-173996","https://www.xwordinfo.com/Crossword?date=03/24/2021","null","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173877","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","3"
"1616688017-174011","https://www.xwordinfo.com/Crossword?date=03/24/2021",": MICRO","Next puzzle","https://www.xwordinfo.com/Crossword?date=3/25/2021",""
"1616688008-173862","https://www.xwordinfo.com/Crossword?date=03/24/2021","","","","64"
